trade_date,risk_decision,target_position_ratio,selected_strategy,reason
2024-02-07,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-02-08,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-02-19,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-02-20,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-02-21,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-02-22,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-02-23,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-02-26,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-02-27,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-02-28,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-02-29,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-03-01,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-03-04,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-03-05,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-03-06,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-03-07,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-03-08,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-03-11,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-03-12,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-03-13,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-03-14,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2024-03-15,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2024-03-18,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2024-03-19,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2024-03-20,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-03-21,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-03-22,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-03-25,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-03-26,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-03-27,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-03-28,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-03-29,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-04-01,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-04-02,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-04-03,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-04-08,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-04-09,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-04-10,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-04-11,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-04-12,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-04-15,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-04-16,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-04-17,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-04-18,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-04-19,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-04-22,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-04-23,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-04-24,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-04-25,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-04-26,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-04-29,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-04-30,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-05-06,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-05-07,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-05-08,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-05-09,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-05-10,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-05-13,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-05-14,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-05-15,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-05-16,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-05-17,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-05-20,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-05-21,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-05-22,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-05-23,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-05-24,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-05-27,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-05-28,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-05-29,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-05-30,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-05-31,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-06-03,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-06-04,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-06-05,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-06-06,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-06-07,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-06-11,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-06-12,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-06-13,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-06-14,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-06-17,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-06-18,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-06-19,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-06-20,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-06-21,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-06-24,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-06-25,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-06-26,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-06-27,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-06-28,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-07-01,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-07-02,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-07-03,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-07-04,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-07-05,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-07-08,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-07-09,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-07-10,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-07-11,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-07-12,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-07-15,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-07-16,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-07-17,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-07-18,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-07-19,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-07-22,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-07-23,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-07-24,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-07-25,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-07-26,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-07-29,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-07-30,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-07-31,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-08-01,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-08-02,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-08-05,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-08-06,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-08-07,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-08-08,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-08-09,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-08-12,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_low_liquidity_weak_index
2024-08-13,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_low_liquidity_weak_index
2024-08-14,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_low_liquidity_weak_index
2024-08-15,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-08-16,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-08-19,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-08-20,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-08-21,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-08-22,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-08-23,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-08-26,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-08-27,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-08-28,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-08-29,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-08-30,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-09-02,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-09-03,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-09-04,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-09-05,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-09-06,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-09-09,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-09-10,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-09-11,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-09-12,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-09-13,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-09-18,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-09-19,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-09-20,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-09-23,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-09-24,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-09-25,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-09-26,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-09-27,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-09-30,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-10-08,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-10-09,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-10-10,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-10-11,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-10-14,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-10-15,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-10-16,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-10-17,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-10-18,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-10-21,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-10-22,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-10-23,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-10-24,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-10-25,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-10-28,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-10-29,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-10-30,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-10-31,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-11-01,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-11-04,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-11-05,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-11-06,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-11-07,soft_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-11-08,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-11-11,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-11-12,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-11-13,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-11-14,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-11-15,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-11-18,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-11-19,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-11-20,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-11-21,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-11-22,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-11-25,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-11-26,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-11-27,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-11-28,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-11-29,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-12-02,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-12-03,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-12-04,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-12-05,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-12-06,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-12-09,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-12-10,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-12-11,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-12-12,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-12-13,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-12-16,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2024-12-17,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-12-18,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-12-19,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-12-20,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-12-23,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2024-12-24,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-12-25,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-12-26,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-12-27,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-12-30,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2024-12-31,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-01-02,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-01-03,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-01-06,hard_reduce,0.5,baseline_full_liquidity_detail_vol_position,defensive_low_liquidity_weak_index
