signal_date,execution_date,strategy,rank,symbol,name,industry,rank_score,raw_effective_weight,adjusted_target_weight,locked,skipped_by_position_cap
2026-01-16,2026-01-19,baseline_full_dynamic_factor_industry_cap2,3,301308,江波龙,半导体,98.60788863109049,0.2,0.0,0,1
2026-01-16,2026-01-19,baseline_full_dynamic_factor_industry_cap2,4,600550,保变电气,电气设备,97.91827790667698,0.2,0.0,0,1
2026-01-16,2026-01-19,baseline_full_dynamic_factor_industry_cap2,5,300757,罗博特科,专用机械,97.9102217066254,0.2,0.0,0,1
2026-01-19,2026-01-20,baseline_full_dynamic_factor_industry_cap2,1,300751,迈为股份,专用机械,98.78535988143565,0.2,0.2,0,0
2026-01-19,2026-01-20,baseline_full_dynamic_factor_industry_cap2,2,300567,精测电子,电器仪表,98.04272182485984,0.2,0.2,0,0
2026-01-19,2026-01-20,baseline_full_dynamic_factor_industry_cap2,3,002028,思源电气,电气设备,97.95089889812488,0.2,0.2,0,0
2026-01-19,2026-01-20,baseline_full_dynamic_factor_industry_cap2,4,603179,新泉股份,汽车配件,97.86229782846831,0.2,0.2,0,0
2026-01-19,2026-01-20,baseline_full_dynamic_factor_industry_cap2,5,002156,通富微电,半导体,97.71087054578257,0.2,0.2,0,0
2026-01-20,2026-01-21,baseline_full_dynamic_factor_industry_cap2,1,601179,中国西电,电气设备,99.4174060833889,0.2,0.0,0,1
2026-01-20,2026-01-21,baseline_full_dynamic_factor_industry_cap2,2,002156,通富微电,半导体,99.36012710234436,0.2,0.0,1,0
2026-01-20,2026-01-21,baseline_full_dynamic_factor_industry_cap2,3,002546,新联电子,电气设备,99.06797564518537,0.2,0.0,0,1
2026-01-20,2026-01-21,baseline_full_dynamic_factor_industry_cap2,4,001337,四川黄金,黄金,99.01879750628667,0.2,0.0,0,1
2026-01-20,2026-01-21,baseline_full_dynamic_factor_industry_cap2,5,600219,南山铝业,铝,98.96987735900008,0.2,0.0,0,1
2026-01-21,2026-01-22,baseline_full_dynamic_factor_industry_cap2,1,600547,山东黄金,黄金,99.49180590408564,0.2,0.0,0,1
2026-01-21,2026-01-22,baseline_full_dynamic_factor_industry_cap2,2,300139,晓程科技,黄金,99.48669674221378,0.2,0.0,0,1
2026-01-21,2026-01-22,baseline_full_dynamic_factor_industry_cap2,3,688123,聚辰股份,半导体,99.36180536186538,0.2,0.0,0,1
2026-01-21,2026-01-22,baseline_full_dynamic_factor_industry_cap2,4,688008,澜起科技,半导体,99.3480916205254,0.2,0.0,0,1
2026-01-21,2026-01-22,baseline_full_dynamic_factor_industry_cap2,5,002378,章源钨业,小金属,99.2010669379252,0.2,0.0,0,1
2026-01-22,2026-01-23,baseline_full_dynamic_factor_industry_cap2,1,688008,澜起科技,半导体,99.5628817534825,0.2,0.0,0,1
2026-01-22,2026-01-23,baseline_full_dynamic_factor_industry_cap2,2,300373,扬杰科技,半导体,99.54253518306382,0.2,0.0,0,1
2026-01-22,2026-01-23,baseline_full_dynamic_factor_industry_cap2,3,600176,中国巨石,玻璃,99.52552522846491,0.2,0.0,0,1
2026-01-22,2026-01-23,baseline_full_dynamic_factor_industry_cap2,4,001337,四川黄金,黄金,99.28634553033012,0.2,0.0,0,1
2026-01-22,2026-01-23,baseline_full_dynamic_factor_industry_cap2,5,300005,探路者,服饰,99.03832937234316,0.2,0.0,0,1
2026-01-23,2026-01-26,baseline_full_dynamic_factor_industry_cap2,1,002716,湖南白银,小金属,99.77630006156926,0.2,0.2139757868546604,0,0
2026-01-23,2026-01-26,baseline_full_dynamic_factor_industry_cap2,2,001337,四川黄金,黄金,99.4240319577565,0.2,0.0,0,1
2026-01-23,2026-01-26,baseline_full_dynamic_factor_industry_cap2,3,000060,中金岭南,铅锌,99.3823460511784,0.2,0.0,0,1
2026-01-23,2026-01-26,baseline_full_dynamic_factor_industry_cap2,4,600497,驰宏锌锗,铅锌,99.13779132928016,0.2,0.0,0,1
2026-01-23,2026-01-26,baseline_full_dynamic_factor_industry_cap2,5,300005,探路者,服饰,99.07454700902613,0.2,0.0,0,1
2026-01-26,2026-01-27,baseline_full_dynamic_factor_industry_cap2,1,601212,白银有色,铜,99.76335499576501,0.2,0.0,0,1
2026-01-26,2026-01-27,baseline_full_dynamic_factor_industry_cap2,2,000060,中金岭南,铅锌,99.5746110594728,0.2,0.0,0,1
2026-01-26,2026-01-27,baseline_full_dynamic_factor_industry_cap2,3,600986,浙文互联,互联网,99.5577591103813,0.2,0.0,0,1
2026-01-26,2026-01-27,baseline_full_dynamic_factor_industry_cap2,4,000630,铜陵有色,铜,99.40361117463604,0.2,0.0,0,1
2026-01-26,2026-01-27,baseline_full_dynamic_factor_industry_cap2,5,000758,中色股份,铅锌,99.24878136137028,0.2,0.0,0,1
2026-01-27,2026-01-28,baseline_full_dynamic_factor_industry_cap2,1,000657,中钨高新,小金属,99.85686899881583,0.2,0.0,0,1
2026-01-27,2026-01-28,baseline_full_dynamic_factor_industry_cap2,2,601899,紫金矿业,铜,99.77880599406403,0.2,0.0,0,1
2026-01-27,2026-01-28,baseline_full_dynamic_factor_industry_cap2,3,000630,铜陵有色,铜,99.52131554681964,0.2,0.0,0,1
2026-01-27,2026-01-28,baseline_full_dynamic_factor_industry_cap2,4,600489,中金黄金,黄金,99.46791252503614,0.2,0.0,0,1
2026-01-27,2026-01-28,baseline_full_dynamic_factor_industry_cap2,5,002237,恒邦股份,黄金,99.28958217964825,0.2,0.0,0,1
2026-01-28,2026-01-29,baseline_full_dynamic_factor_industry_cap2,1,600489,中金黄金,黄金,99.82457170060691,0.2,0.0,0,1
2026-01-28,2026-01-29,baseline_full_dynamic_factor_industry_cap2,2,600547,山东黄金,黄金,99.71174034529619,0.2,0.0,0,1
2026-01-28,2026-01-29,baseline_full_dynamic_factor_industry_cap2,3,603993,洛阳钼业,小金属,99.60436565393829,0.2,0.0,0,1
2026-01-28,2026-01-29,baseline_full_dynamic_factor_industry_cap2,4,000630,铜陵有色,铜,99.60319218803059,0.2,0.0,0,1
2026-01-28,2026-01-29,baseline_full_dynamic_factor_industry_cap2,5,600219,南山铝业,铝,99.52035554637185,0.2,0.0,0,1
2026-01-29,2026-01-30,baseline_full_dynamic_factor_industry_cap2,1,600489,中金黄金,黄金,99.92401567794589,0.2,0.15627754792977674,0,0
2026-01-29,2026-01-30,baseline_full_dynamic_factor_industry_cap2,2,000630,铜陵有色,铜,99.85632496025144,0.2,0.0,0,1
2026-01-29,2026-01-30,baseline_full_dynamic_factor_industry_cap2,3,601600,中国铝业,铝,99.82247960140421,0.2,0.0,0,1
2026-01-29,2026-01-30,baseline_full_dynamic_factor_industry_cap2,4,300139,晓程科技,黄金,99.77171156313337,0.2,0.0,0,1
2026-01-29,2026-01-30,baseline_full_dynamic_factor_industry_cap2,5,002716,湖南白银,小金属,99.73786620428615,0.2,0.0,1,0
2026-01-30,2026-02-02,baseline_full_dynamic_factor_industry_cap2,1,300394,天孚通信,通信设备,99.71698789716551,0.2,0.1473227915151726,0,0
2026-01-30,2026-02-02,baseline_full_dynamic_factor_industry_cap2,2,300548,长芯博创,通信设备,99.40366134646074,0.2,0.0,0,1
2026-01-30,2026-02-02,baseline_full_dynamic_factor_industry_cap2,3,600331,宏达股份,农药化肥,99.10912551300677,0.2,0.0,0,1
2026-01-30,2026-02-02,baseline_full_dynamic_factor_industry_cap2,4,002155,湖南黄金,黄金,99.09955840089654,0.2,0.0,0,1
2026-01-30,2026-02-02,baseline_full_dynamic_factor_industry_cap2,5,300251,光线传媒,影视音像,98.83798771156478,0.2,0.0,0,1
2026-02-02,2026-02-03,baseline_full_dynamic_factor_industry_cap2,1,601869,长飞光纤,通信设备,99.74016572268508,0.2,0.21584569158767755,0,0
2026-02-02,2026-02-03,baseline_full_dynamic_factor_industry_cap2,2,002491,通鼎互联,通信设备,99.14451379198933,0.2,0.21584569158767755,0,0
2026-02-02,2026-02-03,baseline_full_dynamic_factor_industry_cap2,3,001330,博纳影业,影视音像,99.11257684217676,0.2,0.21584569158767755,0,0
2026-02-02,2026-02-03,baseline_full_dynamic_factor_industry_cap2,4,002009,天奇股份,工程机械,99.07712203030684,0.2,0.21584569158767755,0,0
2026-02-02,2026-02-03,baseline_full_dynamic_factor_industry_cap2,5,603629,利通电子,元器件,98.99177547038214,0.2,0.0,0,1
2026-02-03,2026-02-04,baseline_full_dynamic_factor_industry_cap2,1,002149,西部材料,小金属,99.9229603541991,0.2,0.0,0,1
2026-02-03,2026-02-04,baseline_full_dynamic_factor_industry_cap2,2,002938,鹏鼎控股,元器件,99.70901570832979,0.2,0.0,0,1
2026-02-03,2026-02-04,baseline_full_dynamic_factor_industry_cap2,3,300757,罗博特科,专用机械,99.70018412141259,0.2,0.0,0,1
2026-02-03,2026-02-04,baseline_full_dynamic_factor_industry_cap2,4,688205,德科立,通信设备,99.68091648069296,0.2,0.0,0,1
2026-02-03,2026-02-04,baseline_full_dynamic_factor_industry_cap2,5,301486,致尚科技,元器件,99.4882929658236,0.2,0.0,0,1
2026-02-04,2026-02-05,baseline_full_dynamic_factor_industry_cap2,1,300316,晶盛机电,专用机械,99.76803333256126,0.2,0.2136692072180328,0,0
2026-02-04,2026-02-05,baseline_full_dynamic_factor_industry_cap2,2,300724,捷佳伟创,专用机械,99.66417054271895,0.2,0.0,0,1
2026-02-04,2026-02-05,baseline_full_dynamic_factor_industry_cap2,3,300775,三角防务,航空,99.54216002278999,0.2,0.0,0,1
2026-02-04,2026-02-05,baseline_full_dynamic_factor_industry_cap2,4,300620,光库科技,通信设备,99.22941147096599,0.2,0.0,0,1
2026-02-04,2026-02-05,baseline_full_dynamic_factor_industry_cap2,5,688195,腾景科技,元器件,99.19479954039619,0.2,0.0,0,1
2026-02-05,2026-02-06,baseline_full_dynamic_factor_industry_cap2,1,002342,巨力索具,机械基件,99.86005240189128,0.2,0.0,0,1
2026-02-05,2026-02-06,baseline_full_dynamic_factor_industry_cap2,2,002506,协鑫集成,电气设备,99.62942763080218,0.2,0.0,0,1
2026-02-05,2026-02-06,baseline_full_dynamic_factor_industry_cap2,3,002264,新华都,互联网,99.55285455414497,0.2,0.0,0,1
2026-02-05,2026-02-06,baseline_full_dynamic_factor_industry_cap2,4,300436,广生堂,化学制药,99.46421618699578,0.2,0.0,0,1
2026-02-05,2026-02-06,baseline_full_dynamic_factor_industry_cap2,5,002142,宁波银行,银行,99.41119043145926,0.2,0.0,0,1
2026-02-06,2026-02-09,baseline_full_dynamic_factor_industry_cap2,1,002342,巨力索具,机械基件,99.92574003497468,0.2,0.0,0,1
2026-02-06,2026-02-09,baseline_full_dynamic_factor_industry_cap2,2,002969,嘉美包装,广告包装,99.6746235215085,0.2,0.0,0,1
2026-02-06,2026-02-09,baseline_full_dynamic_factor_industry_cap2,3,601231,环旭电子,元器件,99.65469125546349,0.2,0.0,0,1
2026-02-06,2026-02-09,baseline_full_dynamic_factor_industry_cap2,4,002739,万达电影,影视音像,99.4657508600645,0.2,0.0,0,1
2026-02-06,2026-02-09,baseline_full_dynamic_factor_industry_cap2,5,000415,渤海租赁,多元金融,99.41215937120279,0.2,0.0,0,1
2026-02-09,2026-02-10,baseline_full_dynamic_factor_industry_cap2,1,603618,杭电股份,电气设备,99.95787514235504,0.2,0.0,0,1
2026-02-09,2026-02-10,baseline_full_dynamic_factor_industry_cap2,2,002218,拓日新能,新型电力,99.7916442544425,0.2,0.0,0,1
2026-02-09,2026-02-10,baseline_full_dynamic_factor_industry_cap2,3,000703,恒逸石化,化纤,99.71750405473053,0.2,0.0,0,1
2026-02-09,2026-02-10,baseline_full_dynamic_factor_industry_cap2,4,600352,浙江龙盛,染料涂料,99.71025058565576,0.2,0.0,0,1
2026-02-09,2026-02-10,baseline_full_dynamic_factor_industry_cap2,5,000415,渤海租赁,多元金融,99.7033703094374,0.2,0.0,0,1
2026-02-10,2026-02-11,baseline_full_dynamic_factor_industry_cap2,1,002506,协鑫集成,电气设备,99.96994505259622,0.2,0.0,0,1
2026-02-10,2026-02-11,baseline_full_dynamic_factor_industry_cap2,2,688622,禾信仪器,电器仪表,99.95099885158247,0.2,0.0,0,1
2026-02-10,2026-02-11,baseline_full_dynamic_factor_industry_cap2,3,000703,恒逸石化,化纤,99.92149444217506,0.2,0.0,0,1
2026-02-10,2026-02-11,baseline_full_dynamic_factor_industry_cap2,4,600841,动力新科,汽车配件,99.88307353447097,0.2,0.0,0,1
2026-02-10,2026-02-11,baseline_full_dynamic_factor_industry_cap2,5,002092,中泰化学,化工原料,99.86591877401295,0.2,0.0,0,1
2026-02-11,2026-02-12,baseline_full_dynamic_factor_industry_cap2,1,001330,博纳影业,影视音像,99.9567785378848,0.2,0.0,0,1
2026-02-11,2026-02-12,baseline_full_dynamic_factor_industry_cap2,2,688519,南亚新材,元器件,99.91981133708363,0.2,0.0,0,1
2026-02-11,2026-02-12,baseline_full_dynamic_factor_industry_cap2,3,002969,嘉美包装,广告包装,99.8929789399179,0.2,0.0,0,1
2026-02-11,2026-02-12,baseline_full_dynamic_factor_industry_cap2,4,601233,桐昆股份,化纤,99.85330297531934,0.2,0.0,0,1
2026-02-11,2026-02-12,baseline_full_dynamic_factor_industry_cap2,5,300921,南凌科技,互联网,99.8273255969756,0.2,0.0,0,1
2026-02-12,2026-02-13,baseline_full_dynamic_factor_industry_cap2,1,002842,翔鹭钨业,小金属,99.93307446420528,0.2,0.16822841036682207,0,0
2026-02-12,2026-02-13,baseline_full_dynamic_factor_industry_cap2,2,000070,特发信息,通信设备,99.88444189656761,0.2,0.0,0,1
2026-02-12,2026-02-13,baseline_full_dynamic_factor_industry_cap2,3,688071,华依科技,专用机械,99.78703498237677,0.2,0.0,0,1
2026-02-12,2026-02-13,baseline_full_dynamic_factor_industry_cap2,4,000951,中国重汽,汽车整车,99.74398126818836,0.2,0.0,0,1
2026-02-12,2026-02-13,baseline_full_dynamic_factor_industry_cap2,5,000338,潍柴动力,汽车配件,99.73854419365458,0.2,0.0,0,1
2026-02-13,2026-02-24,baseline_full_dynamic_factor_industry_cap2,1,603533,掌阅科技,互联网,100.0,0.2,0.1520639593067106,0,0
2026-02-13,2026-02-24,baseline_full_dynamic_factor_industry_cap2,2,688702,盛科通信-U,半导体,99.98169503935567,0.2,0.0,0,1
2026-02-13,2026-02-24,baseline_full_dynamic_factor_industry_cap2,3,600862,中航高科,航空,99.96339007871133,0.2,0.0,0,1
2026-02-13,2026-02-24,baseline_full_dynamic_factor_industry_cap2,4,688510,航亚科技,航空,99.945085118067,0.2,0.0,0,1
2026-02-13,2026-02-24,baseline_full_dynamic_factor_industry_cap2,5,300739,明阳电路,元器件,99.92678015742266,0.2,0.0,0,1
2026-02-24,2026-02-25,baseline_full_dynamic_factor_industry_cap2,1,688702,盛科通信-U,半导体,100.0,0.2,0.20974261382496634,0,0
2026-02-24,2026-02-25,baseline_full_dynamic_factor_industry_cap2,2,688309,恒誉环保,环境保护,99.98169503935567,0.2,0.20974261382496634,0,0
2026-02-24,2026-02-25,baseline_full_dynamic_factor_industry_cap2,3,300008,天海防务,船舶,99.96339007871133,0.2,0.20974261382496634,0,0
2026-02-24,2026-02-25,baseline_full_dynamic_factor_industry_cap2,4,605289,罗曼股份,建筑工程,99.945085118067,0.2,0.20974261382496634,0,0
2026-02-24,2026-02-25,baseline_full_dynamic_factor_industry_cap2,5,002008,大族激光,专用机械,99.92678015742266,0.2,0.0,0,1
2026-02-25,2026-02-26,baseline_full_dynamic_factor_industry_cap2,1,603256,宏和科技,玻璃,98.9453601953602,0.2,0.19937604667919695,0,0
2026-02-25,2026-02-26,baseline_full_dynamic_factor_industry_cap2,2,300395,菲利华,玻璃,98.79120879120879,0.2,0.0,0,1
2026-02-25,2026-02-26,baseline_full_dynamic_factor_industry_cap2,3,000657,中钨高新,小金属,98.72252747252747,0.2,0.0,0,1
2026-02-25,2026-02-26,baseline_full_dynamic_factor_industry_cap2,4,002008,大族激光,专用机械,98.54853479853479,0.2,0.0,0,1
2026-02-25,2026-02-26,baseline_full_dynamic_factor_industry_cap2,5,600111,北方稀土,小金属,98.49358974358974,0.2,0.0,0,1
2026-02-26,2026-02-27,baseline_full_dynamic_factor_industry_cap2,1,000657,中钨高新,小金属,98.86578738474691,0.2,0.0,0,1
2026-02-26,2026-02-27,baseline_full_dynamic_factor_industry_cap2,2,300442,润泽科技,软件服务,98.80930573365086,0.2,0.0,0,1
2026-02-26,2026-02-27,baseline_full_dynamic_factor_industry_cap2,3,300395,菲利华,玻璃,98.47804848262805,0.2,0.0,0,1
2026-02-26,2026-02-27,baseline_full_dynamic_factor_industry_cap2,4,600498,烽火通信,通信设备,98.42919948708553,0.2,0.0,0,1
2026-02-26,2026-02-27,baseline_full_dynamic_factor_industry_cap2,5,002378,章源钨业,小金属,98.3086035293399,0.2,0.0,0,1
2026-02-27,2026-03-02,baseline_full_dynamic_factor_industry_cap2,1,600487,亨通光电,通信设备,99.53288148012457,0.2,0.0,0,1
2026-02-27,2026-03-02,baseline_full_dynamic_factor_industry_cap2,2,600410,华胜天成,软件服务,99.53288148012457,0.2,0.0,0,1
2026-02-27,2026-03-02,baseline_full_dynamic_factor_industry_cap2,3,600498,烽火通信,通信设备,99.53288148012457,0.2,0.0,0,1
2026-02-27,2026-03-02,baseline_full_dynamic_factor_industry_cap2,4,600010,包钢股份,普钢,99.53288148012457,0.2,0.0,0,1
2026-02-27,2026-03-02,baseline_full_dynamic_factor_industry_cap2,5,002378,章源钨业,小金属,99.53288148012457,0.2,0.0,0,1
2026-03-02,2026-03-03,baseline_full_dynamic_factor_industry_cap2,1,600498,烽火通信,通信设备,99.2854525467204,0.2,0.0,0,1
2026-03-02,2026-03-03,baseline_full_dynamic_factor_industry_cap2,2,600549,厦门钨业,小金属,99.2854525467204,0.2,0.0,0,1
2026-03-02,2026-03-03,baseline_full_dynamic_factor_industry_cap2,3,002378,章源钨业,小金属,99.2854525467204,0.2,0.0,0,1
2026-03-02,2026-03-03,baseline_full_dynamic_factor_industry_cap2,4,300164,通源石油,石油开采,99.2854525467204,0.2,0.0,0,1
2026-03-02,2026-03-03,baseline_full_dynamic_factor_industry_cap2,5,601872,招商轮船,水运,99.2854525467204,0.2,0.0,0,1
2026-03-03,2026-03-04,baseline_full_dynamic_factor_industry_cap2,1,601872,招商轮船,水运,99.16971916971917,0.2,0.17208291614064314,0,0
2026-03-03,2026-03-04,baseline_full_dynamic_factor_industry_cap2,2,002384,东山精密,元器件,98.8537851037851,0.2,0.0,0,1
2026-03-03,2026-03-04,baseline_full_dynamic_factor_industry_cap2,3,002491,通鼎互联,通信设备,98.47527472527473,0.2,0.0,0,1
2026-03-03,2026-03-04,baseline_full_dynamic_factor_industry_cap2,4,601857,中国石油,石油开采,98.47527472527472,0.2,0.0,0,1
2026-03-03,2026-03-04,baseline_full_dynamic_factor_industry_cap2,5,600938,中国海油,石油开采,98.43864468864467,0.2,0.0,0,1
2026-03-04,2026-03-05,baseline_full_dynamic_factor_industry_cap2,1,600759,洲际油气,石油开采,99.87181834828786,0.2,0.0,0,1
2026-03-04,2026-03-05,baseline_full_dynamic_factor_industry_cap2,2,300164,通源石油,石油开采,99.87181834828786,0.2,0.0,0,1
2026-03-04,2026-03-05,baseline_full_dynamic_factor_industry_cap2,3,301120,新特电气,电气设备,99.87181834828786,0.2,0.0,0,1
2026-03-04,2026-03-05,baseline_full_dynamic_factor_industry_cap2,4,688297,中无人机,航空,99.87181834828786,0.2,0.0,0,1
2026-03-04,2026-03-05,baseline_full_dynamic_factor_industry_cap2,5,002490,山东墨龙,化工机械,99.87181834828786,0.2,0.0,0,1
2026-03-05,2026-03-06,baseline_full_dynamic_factor_industry_cap2,1,000988,华工科技,专用机械,99.43396802148173,0.2,0.1531907235791474,0,0
2026-03-05,2026-03-06,baseline_full_dynamic_factor_industry_cap2,2,600759,洲际油气,石油开采,99.22342243378495,0.2,0.0,0,1
2026-03-05,2026-03-06,baseline_full_dynamic_factor_industry_cap2,3,600550,保变电气,电气设备,98.61314536799705,0.2,0.0,0,1
2026-03-05,2026-03-06,baseline_full_dynamic_factor_industry_cap2,4,600875,东方电气,电气设备,98.46973025753692,0.2,0.0,0,1
2026-03-05,2026-03-06,baseline_full_dynamic_factor_industry_cap2,5,300296,利亚德,元器件,97.9174295129989,0.2,0.0,0,1
2026-03-06,2026-03-09,baseline_full_dynamic_factor_industry_cap2,1,000988,华工科技,专用机械,99.52550958134992,0.2,0.0,1,0
2026-03-06,2026-03-09,baseline_full_dynamic_factor_industry_cap2,2,600875,东方电气,电气设备,99.50414988404735,0.2,0.18488978994057662,0,0
2026-03-06,2026-03-09,baseline_full_dynamic_factor_industry_cap2,3,601179,中国西电,电气设备,99.10746979128523,0.2,0.0,0,1
2026-03-06,2026-03-09,baseline_full_dynamic_factor_industry_cap2,4,001267,汇绿生态,建筑工程,98.41480532161602,0.2,0.0,0,1
2026-03-06,2026-03-09,baseline_full_dynamic_factor_industry_cap2,5,002126,银轮股份,汽车配件,98.09135847674843,0.2,0.0,0,1
